timestamp,reaction
1608200777589,🧡
1608196626559,🧡
1608163112143,🧡
1608163064080,🧡
1608161107747,😟
1608161034754,🧡
1608160217475,🧡
1608160192524,🧡
1608160173082,🧡
1608160126595,🧡
1608159808285,🧡
1608154817041,😆
1608152850401,😆
1608151062787,🧡
1608150629354,😠
1608149526450,🧡
1608145702105,🧡
1608145659869,🧡
1608145579562,🧡
1608144711392,🧡
1608144584935,🧡
1608144483004,🧡
1608144428050,🧡
1608141004357,🧡
1608140575976,🧡
1608140301254,😊
1608139957980,😟
1608139710496,😆
1608136561436,😆
1608134974382,🧡
1608134959067,🧡
1608134421098,🧡
1608134391290,🧡
1608134012231,🧡
1608133402344,🧡
1608125720150,🧡
1608125642488,👍
1608125616016,🧡
1608125089142,👍
1608124546383,👍
1608124501524,🧡
1608124467115,🧡
1608123873441,🧡
1608123567539,👍
1608122788926,🧡
1608122693003,🧡
1608122632549,🧡
1608122609247,😆
1608122510991,🧡
1608122491313,🧡
1608122366661,🧡
1608121875093,🧡
1608121787845,😆
1608121747337,🧡
1608121560192,🧡
1608121528875,🧡
1608121197849,🧡
1608120953866,🧡
1608120668508,🧡
1608120619034,🧡
1608120582265,🧡
1608120542008,👍
1608120352261,🧡
1608120325410,🧡
1608120292307,🧡
1608120279063,🧡
1608120263281,🧡
1608120243288,🧡
1608119966118,🧡
1608119577856,😆
1608117919580,👍
1608116949636,🧡
1608116812695,🧡
1608116371191,🧡
1608116351728,🧡
1608115584699,🧡
1608115038041,👍
1608112572127,👍
1608107658213,🧡
1608107653360,🧡
1608079735707,🧡
1608078729148,😟
1608075454909,🧡
1608074564885,🧡
1608074241518,🧡
1608073930449,🧡
1608073703589,🧡
1608071903734,🧡
1608071842251,🧡
1608071842132,🧡
1608071682810,🧡
1608071643826,🧡
1608071460790,🧡
1608071405216,🧡
1608071318121,🧡
1608071298397,🧡
1608071259145,🧡
1608071170436,👍
1608071078748,🧡
1608071046743,🧡
1608071018254,🧡
1608071017978,🧡
1608070782389,🧡
1608064664660,🧡
1608060969127,🧡
1608060632751,😆
1608060354323,🧡
1608060350380,🧡
1608059797999,🧡
1608059710989,🧡
1608049081098,🧡
1608046949672,🧡
1608046888013,🧡
1608046887781,🧡
1608046733831,🧡
1608045146511,🧡
1608043417688,🧡
1608042482410,😆
1608042406167,🧡
1608042299330,🧡
1608041781811,🧡
1608040558220,🧡
1608039679357,🧡
1608039656538,🧡
1608039631515,🧡
1608039542991,🧡
1608039515250,🧡
1608039508122,🧡
1608039499931,🧡
1608039398390,🧡
1608039352589,🧡
1608039189122,🧡
1608039144275,🧡
1608038496244,👍
1608038037052,🧡
1608037927734,😭
1608037359848,🧡
1608036080933,👍
1608034854791,🧡
1608034397919,👍
1608032350096,🧡
1608032316790,👍
1608031427117,😠
1608031305277,🧡
1608031009778,🧡
1608030961128,🧡
1608030508429,🧡
1608030495875,🧡
1608030375357,🧡
1608030297110,🧡
1608029876912,🧡
1608029837849,🧡
1608029680018,🧡
1608027916588,🧡
1608027868762,🧡
1608027846467,🧡
1608027679538,👍
1608027668093,🧡
1608027520421,🧡
1608027490126,🧡
1608027078022,🧡
1608027060531,🧡
1608026953579,🧡
1608026003344,🧡
1608025988511,👍
1608025281985,🧡
1608023810993,🧡
1608023352977,🧡
1608022812195,🧡
1608021948394,🧡
1608015377714,🧡
1607991676389,🧡
1607991634866,🧡
1607991616279,🧡
1607975767916,👍
1607972944111,🧡
1607972932012,🧡
1607972279068,🧡
1607968869049,🧡
1607967572259,🧡
1607965292686,😠
1607964292688,🧡
1607964153738,🧡
1607964084612,🧡
1607963959768,🧡
1607963930057,🧡
1607963801843,😆
1607961953521,🧡
1607961409928,🧡
1607961204451,🧡
1607961190226,🧡
1607961161569,🧡
1607961144692,🧡
1607961133375,🧡
1607961122508,🧡
1607961114695,🧡
1607961075350,🧡
1607960956498,🧡
1607960929959,🧡
1607960810349,🧡
1607960800665,🧡
1607960799030,🧡
1607960668366,🧡
1607960635875,👍
1607959853832,🧡
1607959529774,🧡
1607959110708,🧡
1607958955900,🧡
1607958922158,🧡
1607958497968,🧡
1607958480312,🧡
1607958403879,🧡
1607958364541,🧡
1607958167369,🧡
1607956585620,😠
1607956542367,😠
1607955959194,🧡
1607955380999,🧡
1607954025193,🧡
1607951931760,🧡
1607951854910,🧡
1607951436788,👍
1607950922651,🧡
1607950345333,🧡
1607950105645,🧡
1607949544897,🧡
1607949501631,🧡
1607949491258,🧡
1607949481365,🧡
1607949480355,🧡
1607949430137,🧡
1607949383067,🧡
1607948239178,😟
1607946718057,🧡
1607946167901,👍
1607946050550,😆
1607946040747,👍
1607946016005,🧡
1607943811470,🧡
1607939930064,🧡
1607939823799,🤨
1607939817415,🧡
1607939615048,🧡
1607939601978,🧡
1607939524090,🧡
1607939522528,🧡
1607938112340,🧡
1607938100690,🧡
1607938019193,👍
1607937362531,🧡
1607936907509,👍
1607936784635,🧡
1607934941856,🧡
1607934896148,🧡
1607934831071,🧡
1607934815106,🧡
1607931659467,🧡
1607929512324,🧡
1607927856972,🧡
1607908845118,🧡
1607905425224,🧡
1607905358709,🧡
1607904445418,🧡
1607902801672,🧡
1607902721817,🧡
1607902644674,🧡
1607902630922,🧡
1607902610195,🧡
1607901509912,🧡
1607900911246,🧡
1607900226656,🧡
1607900204936,😆
1607900085835,🧡
1607900074890,🧡
1607899972448,🧡
1607899869812,🧡
1607899832427,🧡
1607899715099,🧡
1607899526171,👍
1607899524340,🧡
1607899459679,🧡
1607899432177,👍
1607899079434,👍
1607898884392,🧡
1607898787855,🧡
1607898753255,👍
1607898691995,👍
1607898603428,🧡
1607898585240,🧡
1607898515030,🧡
1607898505131,🧡
1607898462107,😠
1607897859891,🧡
1607897736712,🧡
1607897612568,🧡
1607897566698,🧡
1607897447398,🧡
1607897421817,🧡
1607897388770,🤨
1607897373381,👍
1607897353142,👍
1607897343676,🧡
1607897257767,🧡
1607897234165,👍
1607897233796,👍
1607897233162,👍
1607897232662,👍
1607897215557,🧡
1607897202008,🧡
1607897183197,🧡
1607896738418,🧡
1607896577261,🧡
1607896498007,🧡
1607896480903,🧡
1607895996131,🧡
1607895989757,🧡
1607895971857,🧡
1607895812610,🧡
1607895569613,🧡
1607895327398,🧡
1607895186923,🧡
1607895146387,😆
1607894828055,🧡
1607894565566,🧡
1607894439134,👍
1607893880042,👍
1607893695343,🧡
1607892007856,🧡
1607891573104,🧡
1607891570445,🧡
1607890658022,✋
1607890383418,🧡
1607890379238,🧡
1607890345348,👍
1607890288802,🧡
1607890278027,🧡
1607890203688,🧡
1607889976568,🧡
1607889932238,👍
1607889760464,🧡
1607889722910,🧡
1607889716363,🧡
1607889526183,🧡
1607889512465,🧡
1607889358657,🧡
1607889347059,🧡
1607889318339,🧡
1607889285895,🧡
1607889233790,🧡
1607889017186,🧡
1607888924298,🧡
1607888752722,😟
1607888311314,🧡
1607888070367,🧐
1607887640581,🧡
1607887604362,🧡
1607886764188,🧡
1607886720438,🧡
1607886635502,🧡
1607886619306,😟
1607886596846,🧡
1607886557211,🧡
1607886456309,🧡
1607886328131,🧡
1607886236080,🧡
1607885174482,🧡
1607885145341,🧡
1607885136941,🧡
1607885030647,👍
1607884221663,👍
1607883746412,😆
1607883740968,🧡
1607883574894,🧡
1607882909676,🧡
1607879013396,🧡
1607878874827,🧡
1607878769178,🧡
1607878181835,🧡
1607876951340,🧡
1607876839328,🧡
1607876146319,😟
1607876128855,🧡
1607875796478,🧡
1607875748324,🧡
1607875426503,😠
1607875408123,😠
1607875335537,🧡
1607875196163,🧡
1607874847214,🧡
1607874814785,🧡
1607874774436,🧡
1607874302417,🧡
1607874192675,🧡
1607874186256,🧡
1607874030581,🧡
1607874028003,🧡
1607873962391,🧡
1607873200923,🧡
1607872187216,🧡
1607872156974,🧡
1607872102609,🧡
1607872096979,🧡
1607872038036,🧡
1607872023231,🧡
1607871903063,🧡
1607871828801,🧡
1607871800359,🧡
1607871738065,🧡
1607871675580,🧡
1607871662885,🧡
1607871656567,😟
1607871641597,😟
1607871613698,🧡
1607871344792,🧡
1607871023326,🧡
1607869980245,🧡
1607869865744,🧡
1607869706889,👍
1607869588677,🧡
1607869524601,🧡
1607869503282,👍
1607869476195,🧡
1607869442215,🧡
1607869400730,👍
1607869287579,🧡
1607869210578,🧡
1607869159788,🧡
1607869025830,🧡
1607868839015,🧡
1607868743932,🧡
1607868741767,🧡
1607868659681,🧡
1607868648956,🧡
1607868628015,🧡
1607868621521,🧡
1607868574073,🧡
1607868538815,🧡
1607868509335,🧡
1607868156538,🧡
1607864881523,🧡
1607864861414,🧡
1607864833133,🧡
1607864807531,🧡
1607864729630,🧡
1607863630038,🧡
1607863511213,🧡
1607859202607,🧡
1607856488847,🧡
1607856130705,🧡
1607855870591,🧡
1607855262631,🤚
1607848899360,🧡
1607815127995,🧡
1607812270539,🧡
1607810604186,🧡
1607810247144,🧡
1607810232020,🧡
1607810035293,🧡
1607808778312,👍
1607808088434,🧡
1607806451394,👍
1607806316236,🧡
1607806238893,🧡
1607805962931,🧡
1607805730863,🧡
1607805429847,🧡
1607805176055,🧡
1607804032376,🧡
1607803824483,🧡
1607803798812,🧡
1607803557812,🧡
1607803008965,👍
1607801342768,🧡
1607800334659,🧡
1607800252048,🧡
1607800221224,🧡
1607797537901,🧡
1607791305500,🧡
1607789357898,🧡
1607789340153,🧡
1607789276110,🧡
1607788919674,🧡
1607788845209,🧡
1607788770988,🧡
1607788406804,👍
1607788290211,👍
1607781916879,🧡
1607781633563,🧡
1607777267678,🧡
1607776466176,🧡
1607776325012,🧡
1607776284090,🧡
1607776271398,🧡
1607775639775,🧡
1607775532111,🧡
1607775210482,🧡
1607775073479,🧡
1607773797356,🧡
1607772427051,🧡
1607772406332,🧡
1607772375054,🧡
1607772213768,🧡
1607772174129,🧡
1607772154335,🧡
1607772115304,🧡
1607771955240,🧡
1607771516453,🧡
1607771127946,🧡
1607769964434,🧡
1607769665190,🧡
1607769640177,🧡
1607769401533,🧡
1607769296447,🧡
1607769290918,🧡
1607769036171,🧡
1607768620064,🧡
1607767987607,👍
1607767754880,🧡
1607767735553,🧡
1607767630401,🧡
1607767627362,🧡
1607767608041,🧡
1607764780274,🧡
1607764754280,🧡
1607764697352,🧡
1607764669427,🧡
1607738915257,😆
1607729030747,🧡
1607729003251,🧡
1607728813511,🧡
1607728807074,😠
1607728784977,🧡
1607728758629,🧡
1607728728974,🧡
1607728624070,🧡
1607728511365,🧡
1607724211077,😟
1607721275865,🧡
1607720957971,🧡
1607720665856,🧡
1607720329986,🧡
1607719200856,🧡
1607719154079,🧡
1607717504422,🧡
1607716834710,🧡
1607716760296,🧡
1607716754269,🧡
1607716537868,🧡
1607716440237,👍
1607713871491,🧡
1607713792506,😠
1607713657930,🧡
1607713615523,👍
1607713197581,🧡
1607713185538,🧡
1607713015867,🧡
1607712873507,👍
1607712782802,👍
1607712602211,👍
1607712362460,👍
1607709233836,🧡
1607708742846,🧡
1607708637058,🧡
1607708214702,🧡
1607708169294,💚
1607707683876,🧡
1607706560266,🧡
1607706352910,🧡
1607706001006,😟
1607705924639,🧡
1607704482954,👍
1607704378651,😟
1607704376431,🧡
1607704300606,🧡
1607704116008,😠
1607704057222,😟
1607702263181,🧡
1607702248326,🧡
1607701812944,🤨
1607701600448,🧡
1607700451939,🧡
1607698352310,🧡
1607697333877,🤮
1607697245256,🧡
1607697217667,👍
1607696929391,🧡
1607696483300,🧡
1607689376193,🧡
1607689037945,🧡
1607689032234,🧡
1607688652512,🧡
1607688103490,🧡
1607687035366,🧡
1607685606013,🧡
1607685474752,🧡
1607685404448,😆
1607684980035,🧡
1607684356042,🧡
1607684327561,🧡
1607684321398,🧡
1607684284683,🧡
1607684271966,🧡
1607684153474,😘
1607684123789,🧡
1607684101187,🧡
1607684039435,🧡
1607683983339,👍
1607683900351,🧡
1607683824813,🧡
1607683819324,🧡
1607683764524,🧡
1607683757662,🤢
1607683730590,🧡
1607683633470,🧡
1607683630197,🧡
1607683596259,🧡
1607683572822,🧡
1607683566112,🧡
1607683553390,🧡
1607683533453,🧡
1607683506510,🧡
1607683480633,🧡
1607683440862,🧡
1607683234435,👀
1607682053469,🧡
1607682017528,🧡
1607681959385,🧡
1607681943651,🧡
1607681894044,🧡
1607681840840,🧡
1607681812019,👍
1607681806077,🧡
1607681555666,😠
1607681366243,🧡
1607681262244,🧡
1607681229544,🧡
1607681215479,😻
1607681196187,😠
1607681034075,🧡
1607680967410,🧡
1607680954429,😠
1607680928112,😠
1607680780564,🧡
1607680776504,😆
1607680476206,🧡
1607680065146,🧡
1607680048873,🧡
1607679878549,🧡
1607679865302,👍
1607679793667,🧡
1607679529018,🧡
1607679427226,😆
1607678143988,🧡
1607675356113,😟
1607675035446,🧡
1607674816106,🧡
1607674788985,😟
1607674568175,🧡
1607674280472,🧡
1607642933391,🧡
1607642711855,🧡
1607642614375,🧡
1607642598995,🧡
1607642563218,🧡
1607642553533,🧡
1607642534926,🧡
1607642529190,🧡
1607642510031,🧡
1607642507290,🧡
1607642479489,🧡
1607642471069,🧡
1607642454565,🧡
1607642431963,🧡
1607642421004,😟
1607642362566,🧡
1607642338232,🧡
1607642334992,🧡
1607642291723,🧡
1607641652540,😟
1607641483989,😆
1607641397636,🧡
1607641328284,🧡
1607641264185,🧡
1607641137271,🧡
1607640821705,🧡
1607640818465,🧡
1607640191390,🧡
1607640180740,🧡
1607639797353,🧡
1607637856705,🧡
1607637759326,🧡
1607634420905,🧡
1607634008240,🧡
1607633998352,🧡
1607633645778,🧡
1607633393378,🧡
1607632247846,🤨
1607632006780,🧡
1607632003232,🧡
1607631914430,😆
1607631747525,🧡
1607631672165,🖐
1607631664117,🧡
1607631615953,🧡
1607631456663,😹
1607631448345,😹
1607631426830,😸
1607631390566,🧡
1607631388688,😆
1607631362136,🧡
1607630514845,🧡
1607629409907,🧡
1607628561190,🧡
1607627914761,🧡
1607627874695,🧡
1607627755324,🧡
1607627238774,🧡
1607627223641,😠
1607627010377,🧡
1607626846227,🧡
1607626660210,🧡
1607626587128,🤨
1607626578449,🧡
1607626574758,🧡
1607626566839,🧡
1607626462172,🧡
1607626344758,👍
1607626310245,🧡
1607626297416,🧡
1607626290666,🧡
1607626183117,🤨
1607626112177,🧡
1607625979662,🧡
1607624855978,👍
1607624727740,👍
1607624724230,🧡
1607624642448,👍
1607624496929,🧡
1607624321413,🧡
1607624291353,🧡
1607624259908,🧡
1607624160212,🧡
1607624043155,🧡
1607624007998,🧡
1607623986412,🧡
1607623644570,🧡
1607623612637,🧡
1607623524707,😟
1607623477962,🧡
1607623466691,🧡
1607623226301,🧡
1607622827875,🧡
1607622552294,🧡
1607622518556,👍
1607622450913,😠
1607622440333,🧡
1607622225225,🧡
1607622196194,😠
1607622024778,👍
1607621917431,🧡
1607621619749,🔑
1607621605803,🧡
1607621377540,🧡
1607621306847,🧡
1607621229532,🧡
1607621211035,🧡
1607621144063,🧡
1607620649015,🧡
1607620489056,🥺
1607619584082,🧡
1607617959718,🧡
1607613730941,🧡
1607612398443,🧡
1607612204393,🧡
1607612176352,🧡
1607611285854,🧡
1607611209705,🧡
1607611201010,🤠
1607611174800,🧡
1607610879146,🧡
1607610723921,🧡
1607610711631,🧡
1607610568252,🧡
1607610544550,🧡
1607610513782,🧡
1607610484595,🧡
1607610459863,🧡
1607610308816,🧡
1607609309981,🧡
1607609103656,🧡
1607608335117,👍
1607607462468,🆒
1607607344299,😆
1607606530618,👍
1607601047279,🧡
1607587753199,🧡
1607559066947,🧡
1607557326481,🧡
1607552403767,🧡
1607552332948,🧡
1607552310759,🧡
1607552299025,🧡
1607551906172,🧡
1607550523802,😋
1607537128828,🧡
1607537012960,🧡
1607536882001,🧡
1607534570574,🧡
1607534535947,🧡
1607534457569,🧡
1607533225809,🧡
1607532797398,🧡
1607531746043,🧡
1607526923591,🧡
1607526406121,🧡
1607526394618,🧡
1607525772550,🧡
1607525722470,🧡
1607525309734,🧡
1607525309612,🧡
1607524758834,🧡
1607524450184,🧡
1607523372952,🧡
1607523241896,🧡
1607523152542,🧡
1607522828541,🧡
1607522804933,🧡
1607522708378,🧡
1607522688440,🧡
1607522668801,🧡
1607522385369,🧡
1607522374269,🧡
1607522237872,🧡
1607522140421,🧡
1607521976896,🧡
1607521873107,🧡
1607521866631,🧡
1607521670209,👍
1607521233765,😆
1607519735058,🧡
1607519419330,🧡
1607519416287,🧡
